country,question_id,question,answer_2024,explanation_2024,review_note,updated_answer,updated_explanation,final_answer,final_explanation,dimension,response_scoring,awarded_score
France,P3,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",yes,"2024:
See the Data and Territories report https://www.transformation.gouv.fr/files/ressource/Rapport_Mission_Data_Territoires.pdf
2023:
Subnational governments (regions for NUTS 1, departments for NUTS 3, and communes as local administrative units) remain independent in their own strategy and are not obliged to publish their data on the national portal data.gouv.fr. Nonetheless, the principle of open data by default enshrined in the law (Code des relations entre le public et l'administration) applies to all subnational governments with at least 3500 inhabitants.

Every year, more and more local actors are adopting strategies within this framework. According to the last local open data observatory provided by the french national association “Open Data France”, the number of local authorities involved in an open data strategy increased by 18% compared to 2021. Today, there are approximately 250 local open data portals in France.

(https://www.observatoire-opendata.fr/wp-content/uploads/2023/03/Copie-de-Observatoire_Open_Data_Territoires_Edition2022.pptx-1.pdf)

For example : 

- Lyon : https://data.grandlyon.com/demarche)
- Lille : https://opendata.lillemetropole.fr/page/demarche/
- Nantes’ metropolitan data charter https://metropole.nantes.fr/charte-donnee
- DataSud : https://www.datasud.fr/presentation-du-projet-datasud/

On top of that, the data, algorithms and source codes roadmap of the Ministry of Territorial Cohesion points out the strategy of the State on how to improve data sharing between national and local actors. 

(https://www.numerique.gouv.fr/uploads/feuillederoute_mctrct.pdf)

In a different way, the french government also allocated a “Digital transformation of local authorities (ITN7)"" fund, part of the France Relance plan, in order to grant various projects to help local authorities to adopt open data practices and draw their own strategies in this area. This fund contributed to the implementation of “Collec-Data”, a praised project on the occasion of “Digital and Territories day”, that has helped Breton local authorities to scale up their use of open data. The Collec-data platform now allows more than 1600 local authorities to automatically publish their data and will soon allows them to massify the publication of data and systematize the valorization.

(https://www.numerique.gouv.fr/actualites/retour-sur-la-journee-numerique-et-territoires/)

This movement is also promised to a strong acceleration thanks to the adoption of the 3DS law, previously mentioned, which is going to facilitate the coordination of data exchanges between the national and local levels. In addition, and to support this movement, the french minister of transformation and public service charged three politicians to identify the opportunities for the enhancement of data exploitation by local authorities with a strong impact-driving focus. This analysis should help local authorities in the construction of their own data policies and strategies at their own level and incentivise their initiatives in the open data field.

(https://www.transformation.gouv.fr/files/presse/cp_utilisation_donnee_collectivites_territoriales_mission.pdf)

Moreover, the national association Open Data France is also currently conducting a study on the whole french territory to identify all the local open data use cases, in close connection with many different public bodies such as the national portal data.gouv.fr.

(https://www.opendatafrance.net/2023/04/12/data-impact-identifions-ensemble-les-cas-dusages-territoriaux-de-donnees/)",Complement,Yes,"Yes, many regional and local authorities in France have their own open data policies or strategies. These strategies are often aligned with national objectives but adapted to local priorities and contexts. Coordination – Open Data France Open Data France is a national association that brings together local governments committed to open data. It provides support, tools, and coordination to develop and harmonize local open data strategies across France. URL: https://www.opendatafrance.net/ Examples : Rennes Métropole – RUDI Project (Rennes Urban Data Interface) URL: https://blog.rudi.bzh/ Description: RUDI is an ambitious local data governance initiative supported by Rennes Métropole. It aims to develop a shared data platform and ecosystem involving public, private, and civil society actors. The strategy promotes transparency, data sharing, and citizen engagement through structured governance and local partnerships. Métropole de Lyon – Open Data Approach URL: https://data.grandlyon.com/portail/fr/demarche Description: Lyon’s open data strategy focuses on transparency, innovation, and support for local services. It includes a dedicated data platform, thematic datasets (e.g. mobility, environment), and regular dialogue with users and reusers to improve accessibility and quality.",Yes,"Yes, many regional and local authorities in France have their own open data policies or strategies. These strategies are often aligned with national objectives but adapted to local priorities and contexts. Coordination – Open Data France Open Data France is a national association that brings together local governments committed to open data. It provides support, tools, and coordination to develop and harmonize local open data strategies across France. URL: https://www.opendatafrance.net/ Examples : Rennes Métropole – RUDI Project (Rennes Urban Data Interface) URL: https://blog.rudi.bzh/ Description: RUDI is an ambitious local data governance initiative supported by Rennes Métropole. It aims to develop a shared data platform and ecosystem involving public, private, and civil society actors. The strategy promotes transparency, data sharing, and citizen engagement through structured governance and local partnerships. Métropole de Lyon – Open Data Approach URL: https://data.grandlyon.com/portail/fr/demarche Description: Lyon’s open data strategy focuses on transparency, innovation, and support for local services. It includes a dedicated data platform, thematic datasets (e.g. mobility, environment), and regular dialogue with users and reusers to improve accessibility and quality.",Policy,"{'yes': 20, 'no': 0, 'not applicable': 20}",20.0
France,P4,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,"2024:
Roadmap are still produced for each ministries. The latest are not available yet. The State and the territories have also co-constructed a technical and organizational strategy and developed a common action plan :  the ""Digital and Data"" Roadmap, created with more than 300 national and territorial public agents : https://www.info.gouv.fr/france-nation-verte/a-proposfeuille-de-route-numerique-donnees
2023:
In April 2021, the Prime Minister, in a circular, underlined that the national data policy must be a strategic priority for the State and its relations with local authorities and private actors. The circular mandates that:

- All ministries, as well as all regional State authorities (préfets) have to nominate a CDO in order to ensure a data opening governance at the highest hierarchical level;
- The Interministerial Director for Digital Affairs, acting as General Data Administrator, will coordinate the network of CDOs
- An ""ombudsman for general interest data"" will be nominated to negotiate with private actors that have data that is deemed to be of general interest;
- The Ministry of Research will set up a charter to speed up the processing of requests from researchers wishing to access data;
- Each Ministry will need to animate the ecosystems of data and source code reusers, in order to identify high value-added datasets, define possible standards and encourage sharing, with a focus on the Open Government Partnership forum as an arena for such exchanges;
- Each ministry will have to set up a roadmap for data, algorithms and source code strategy, with actions and deadlines. The roadmap will also list the skills in those fields within the personnel of the ministries.
- Open data will be referenced in the national portal data.gouv.fr

Moreover, the Government made a commitment to open more high-impact key datasets, APIs and source codes in the near future. Some of those engagements are marking out their action until 2025.** The list of such datasets and their publication schedule is available here (https://www.data.gouv.fr/fr/datasets/tableau-de-suivi-des-ouvertures-de-donnees-codes-sources-et-api-publics-avril-2021/)",Complement,Yes,"Yes, the national strategy includes action plans with concrete measures for the open data field. The national and ministerial roadmaps clearly identify datasets to be opened or created. These plans define priorities, timelines, and responsible actors. The datasets listed in these roadmaps are centrally referenced on: https://ouverture.data.gouv.fr A key example is the France Nation Verte roadmap, which outlines numerous datasets to be opened to support ecological planning and public policy transparency. It specifies thematic priorities (e.g. environment, energy, biodiversity), associated datasets, and the public bodies responsible for their publication. URL: https://www.info.gouv.fr/france-nation-verte/a-proposfeuille-de-route-numerique-donnees",Yes,"Yes, the national strategy includes action plans with concrete measures for the open data field. The national and ministerial roadmaps clearly identify datasets to be opened or created. These plans define priorities, timelines, and responsible actors. The datasets listed in these roadmaps are centrally referenced on: https://ouverture.data.gouv.fr A key example is the France Nation Verte roadmap, which outlines numerous datasets to be opened to support ecological planning and public policy transparency. It specifies thematic priorities (e.g. environment, energy, biodiversity), associated datasets, and the public bodies responsible for their publication. URL: https://www.info.gouv.fr/france-nation-verte/a-proposfeuille-de-route-numerique-donnees",Policy,"{'yes': 20, 'no': 0}",20.0
Germany,I1,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,"Although there is no single definition, § 12a (6) EGovG regulates the re-use of open data as follows:

""The retrieval of data pursuant to the first sentence of (1) [(= § 12a (1) contains the obligation for publishing open data by federal authorities)] shall be made possible free of charge and for the unrestricted re-use of the data by any person. Retrieval of data pursuant to the first sentence of (1) should be possible at any time, without mandatory registration and without justification.""

Furthermore the open data strategy defines as follows:
""When is open government data for the purposes of this [open data]strategy?
- Authorities have collected the data themselves or have them collected by third parties;
- freely accessible on public networks,
- machine-readable,
- non-personal
- freely usable,
- No safety-related information.""",Confirm,,,yes,"Although there is no single definition, § 12a (6) EGovG regulates the re-use of open data as follows:

""The retrieval of data pursuant to the first sentence of (1) [(= § 12a (1) contains the obligation for publishing open data by federal authorities)] shall be made possible free of charge and for the unrestricted re-use of the data by any person. Retrieval of data pursuant to the first sentence of (1) should be possible at any time, without mandatory registration and without justification.""

Furthermore the open data strategy defines as follows:
""When is open government data for the purposes of this [open data]strategy?
- Authorities have collected the data themselves or have them collected by third parties;
- freely accessible on public networks,
- machine-readable,
- non-personal
- freely usable,
- No safety-related information.""",Impact,"{'yes': 20, 'no': 0}",20.0
Germany,I10,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",yes,"2024:
Bavaria: Use Cases are collected with a possibility to report new ones at https://oc.bydata.de/using/usecases

Berlin: Prototyping of data with the ODIS

North Rhine-Westphalia: Reuse cases are published in a showroom (https://open.nrw/open-data/open-data-showroom)
2023:
e.g. at regional levels:
NRW: Research; possibility to report on the portal: https://open.nrw/open-data/showroom
Berlin: Open Data Projects are collected on this website: https://odis-berlin.de/projekte/",Complement,Yes,"There is no uniform, systematic process. However, use cases are generally provided by the relevant open data portals as well as on the open data forum, allowing authorities to access this information at any time.

Examples:
National Portal GovData: https://www.govdata.de/suche?type=showcase
Portal Bavaria: https://oc.bydata.de/using/usecases
Open Data Forum: https://discourse.opencode.de/c/opendata/755",Yes,"There is no uniform, systematic process. However, use cases are generally provided by the relevant open data portals as well as on the open data forum, allowing authorities to access this information at any time.

Examples:
National Portal GovData: https://www.govdata.de/suche?type=showcase
Portal Bavaria: https://oc.bydata.de/using/usecases
Open Data Forum: https://discourse.opencode.de/c/opendata/755",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
Germany,I12,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,"Berlin: the study ""Open data in der Berliner Verwaltung"": https://odis-berlin.de/file-download/01_Handout-OpenData-Kurzerklaert.pdf",Confirm,,,yes,"Berlin: the study ""Open data in der Berliner Verwaltung"": https://odis-berlin.de/file-download/01_Handout-OpenData-Kurzerklaert.pdf",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
Germany,I17,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,"BMAS:
There is currently no study or data available that fits exactly the question. The answer must therefore be ‘no’.
=====
The social budget dataset offers an overview of the range of services and the financing of the social security system in Germany. The social budget dataset is linked as open data with www.govdata.de. The publication of the dataset increases transparency and accountability in Germany (https://www.bmas.de/DE/Service/Publikationen/Broschueren/a230-23-sozialbudget-2022.html).

The Federal Government is required to regularly present a Poverty and Wealth Report as an instrument to review political measures and to suggest new ones. Six reports have been published so far. All reports as well as their accompanying scientific research are published on the internet. 
ARB - Startseite (armuts-und-reichtumsbericht.de)
Within the framework of the Poverty and Wealth Report, indicators are published on the internet and made available as open data files.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente (Facts on Pensions) is an information base. Its aim is to support the discussion on the future of old-age security. With facts and figures on old-age provision, a contribution is to be made to objectifying the debate. In doing so, both development lines and the current status of selected aspects of old-age provision are described, thus providing a basis for a better understanding of the topic of old-age provision.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In a separate section, the data used is presented in an open data format for the interested public.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

The Federal Ministry for Food and Agriculture provides several datasets e.g. on nutritional behaviour

examples at regional level:
Berlin (state): we have an ""Sozialinformationssystem"" which is an Open Data Portal on topics like social challenges
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.",Change,Yes,"The social budget dataset offers an overview of the range of services and the financing of the social security system in Germany. The social budget dataset is linked as open data with www.govdata.de. The publication of the dataset increases transparency and accountability in Germany (https://www.bmas.de/DE/Service/Publikationen/Broschueren/a230-23-sozialbudget-2022.html).

The Federal Government is required to regularly present a Poverty and Wealth Report as an instrument to review political measures and to suggest new ones. Six reports have been published so far. All reports as well as their accompanying scientific research are published on the internet. 
ARB - Startseite (armuts-und-reichtumsbericht.de)
Within the framework of the Poverty and Wealth Report, indicators are published on the internet and made available as open data files.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente (Facts on Pensions) is an information base. Its aim is to support the discussion on the future of old-age security. With facts and figures on old-age provision, a contribution is to be made to objectifying the debate. In doing so, both development lines and the current status of selected aspects of old-age provision are described, thus providing a basis for a better understanding of the topic of old-age provision.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In a separate section, the data used is presented in an open data format for the interested public.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

The Federal Ministry for Food and Agriculture provides several datasets e.g. on nutritional behaviour

examples at regional level:
Berlin (state): we have an ""Sozialinformationssystem"" which is an Open Data Portal on topics like social challenges
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.",Yes,"The social budget dataset offers an overview of the range of services and the financing of the social security system in Germany. The social budget dataset is linked as open data with www.govdata.de. The publication of the dataset increases transparency and accountability in Germany (https://www.bmas.de/DE/Service/Publikationen/Broschueren/a230-23-sozialbudget-2022.html).

The Federal Government is required to regularly present a Poverty and Wealth Report as an instrument to review political measures and to suggest new ones. Six reports have been published so far. All reports as well as their accompanying scientific research are published on the internet. 
ARB - Startseite (armuts-und-reichtumsbericht.de)
Within the framework of the Poverty and Wealth Report, indicators are published on the internet and made available as open data files.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente (Facts on Pensions) is an information base. Its aim is to support the discussion on the future of old-age security. With facts and figures on old-age provision, a contribution is to be made to objectifying the debate. In doing so, both development lines and the current status of selected aspects of old-age provision are described, thus providing a basis for a better understanding of the topic of old-age provision.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In a separate section, the data used is presented in an open data format for the interested public.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

The Federal Ministry for Food and Agriculture provides several datasets e.g. on nutritional behaviour

examples at regional level:
Berlin (state): we have an ""Sozialinformationssystem"" which is an Open Data Portal on topics like social challenges
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
Germany,I2,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,"Berlin: Yes, there are various methods for estimating the re-use of open data. They include the collection, tracking and publication of use cases and other monitoring mechanisms, such as:

- National level: Examples for data usage are collected via open government networking and made public as articles as well as on the CCOD website: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Use_Cases/use_cases_node.html
- The usage of CODE-DE is extensively measured and regularly evaluated.
- Regular INSPIRE-Monitoring by GDI-DE, Germany's geodata infrastructure.
- The showroom of GovData also shows some application examples: https://www.govdata.de/web/guest/showroom 

- Regional/local:
- Berlin (State): we do publish the applications that are generated by Open Data of Berlin on our Open Data Portal: https://daten.berlin.de/anwendungen
- In the state of NRW, data owners/providers and IT-Service Providers monitor downloads and Service-Use as internal data.

Hamburg:
-The governmental impact is hereby defined as the beneficial effect of the use of open data on three specific challenges faced by the government/public administrations: 1) Being efficient and effective in delivering public services; 2) Being transparent and accountable in their actions; 3) Improving their capacity to make decisions and policies.",Complement,Yes,"There is no uniform, standardized process at the national level. Nevertheless, showrooms are anchored in the national metadata portal (or comparable portals of the federal states) as well as in specialist portals, which regularly present and update use cases based on open data.

National level: GovData: https://www.govdata.de/suche?q=&type=showcase

Mobilithek (specialist portal): https://mobilithek.info/blog/category/practical-example

State level:
North Rhine-Westphalia: https://open.nrw/open-data/open-data-showroom
Berlin: https://daten.berlin.de/anwendungen",Yes,"There is no uniform, standardized process at the national level. Nevertheless, showrooms are anchored in the national metadata portal (or comparable portals of the federal states) as well as in specialist portals, which regularly present and update use cases based on open data.

National level: GovData: https://www.govdata.de/suche?q=&type=showcase

Mobilithek (specialist portal): https://mobilithek.info/blog/category/practical-example

State level:
North Rhine-Westphalia: https://open.nrw/open-data/open-data-showroom
Berlin: https://daten.berlin.de/anwendungen",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",20.0
Germany,I27,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",no,"There is currently no study or data available that fits exactly the question. The answer must therefore be ‘no’.
=====
Dashboard Germany, Economics and Economy section: It offers indicators around the economy and the economy, general economic development and recovery plans, as well as specific sectors, external trade, consumption and prices:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Add.: While studies on the economic impact of open data exist, there is no knowledge of recurring data collection.

Berlin (state): this data is available on the plattform of the ""Amt für Statistik Berlin-Brandenburg"" for Berlin. For the new business created we have our daa from the ""Gewerbedatenbank"":
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a",Confirm,,,no,"There is currently no study or data available that fits exactly the question. The answer must therefore be ‘no’.
=====
Dashboard Germany, Economics and Economy section: It offers indicators around the economy and the economy, general economic development and recovery plans, as well as specific sectors, external trade, consumption and prices:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Add.: While studies on the economic impact of open data exist, there is no knowledge of recurring data collection.

Berlin (state): this data is available on the plattform of the ""Amt für Statistik Berlin-Brandenburg"" for Berlin. For the new business created we have our daa from the ""Gewerbedatenbank"":
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a",Impact,"{'yes': 20, 'no': 0, ""i don't know"": 0}",0.0
Germany,I9,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,,Confirm,Yes,,Yes,,Impact,"{'yes': 40, 'no': 0, ""i don't know"": 0}",40.0
Germany,P1,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,"Yes, there is an open data law at federal level. In July 2017, Section 12a of the E-Government Act (EGovG) entered into force (First Open Data Act), which for the first time created a legal basis for the mandatory provision of open administrative data by federal authorities. The Second Open Data Act, which entered into force in July 2021, further adapted the content of the existing obligations under Section 12a of the EGovG and extended them to the entire federal administration.

The Data Use Act (DNG) which also entered into force on 23 July 2021 aims to modernise and replace the Information Re-Use Act (IWG). In order to improve the usability of data, open data will need to be used in machine-readable formats. In addition, the DNG stimulates open data initiatives beyond the boundaries of the federal administration and establishes the principle of ‘open by default’ also for the use of data by the Länder, municipalities and public undertakings in the areas of water, transport and energy supply. The DNG also transposes EU Directive 2019/1024 (Open Data and Public Sector Information-Directive), which was recast in 2019.

Link sources:
(Second) Open Data Act: http://www.gesetze-im-internet.de/egovg/__12a.html
Data Use Act (DNG): http://www.gesetze-im-internet.de/dng/index.html",Confirm,,,yes,"Yes, there is an open data law at federal level. In July 2017, Section 12a of the E-Government Act (EGovG) entered into force (First Open Data Act), which for the first time created a legal basis for the mandatory provision of open administrative data by federal authorities. The Second Open Data Act, which entered into force in July 2021, further adapted the content of the existing obligations under Section 12a of the EGovG and extended them to the entire federal administration.

The Data Use Act (DNG) which also entered into force on 23 July 2021 aims to modernise and replace the Information Re-Use Act (IWG). In order to improve the usability of data, open data will need to be used in machine-readable formats. In addition, the DNG stimulates open data initiatives beyond the boundaries of the federal administration and establishes the principle of ‘open by default’ also for the use of data by the Länder, municipalities and public undertakings in the areas of water, transport and energy supply. The DNG also transposes EU Directive 2019/1024 (Open Data and Public Sector Information-Directive), which was recast in 2019.

Link sources:
(Second) Open Data Act: http://www.gesetze-im-internet.de/egovg/__12a.html
Data Use Act (DNG): http://www.gesetze-im-internet.de/dng/index.html",Policy,"{'yes': 40, 'no': 0, 'other': 40}",40.0
Germany,P13,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",yes,"The Competence Centre Open Data (CCOD) organises an annual round table to find topics for future specialist forums with various stakeholders who provide open data. As a result, the CCOD organises regular expert forums on different topics in the field of Open Data with different stakeholders.
Example (expert forum for high-value-datasets): https://www.bva.bund.de/SharedDocs/Kurzmeldungen/DE/Behoerden/Beratung/OpenData/Aktuelles/2024/FF_HVD.html",Complement,Yes,"The Competence Center for Open Data (CCOD) organizes several events annually that explicitly involve stakeholders from various sectors of society (administration, research/science, business, and civil society). At the end of each year, the CCOD organizes a roundtable discussion with all stakeholders to identify thematic priorities for upcoming expert forums. Based on the results, the expert forums for the following year are then designed and offered. Examples: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Meldungen/Aktuelles/2024/FF_DQS_RT.html , https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Meldungen/Aktuelles/2024/FF_RefArch.html .

Furthermore, the CCOD has been offering a comprehensive exchange and networking platform for the entire open data community with the Open Data Forum since the end of 2024. Link: https://discourse.opencode.de/c/opendata/755",Yes,"The Competence Center for Open Data (CCOD) organizes several events annually that explicitly involve stakeholders from various sectors of society (administration, research/science, business, and civil society). At the end of each year, the CCOD organizes a roundtable discussion with all stakeholders to identify thematic priorities for upcoming expert forums. Based on the results, the expert forums for the following year are then designed and offered. Examples: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Meldungen/Aktuelles/2024/FF_DQS_RT.html , https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Meldungen/Aktuelles/2024/FF_RefArch.html .

Furthermore, the CCOD has been offering a comprehensive exchange and networking platform for the entire open data community with the Open Data Forum since the end of 2024. Link: https://discourse.opencode.de/c/opendata/755",Policy,"{'yes': 40, 'no': 0}",40.0
Germany,P16,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.",the majority of public bodies,"Due to the regulations all authorities at the federal state level are obligated to provide open data.
see § 12a sec.1 EGovG, https://www.gesetze-im-internet.de/egovg/__12a.html

Some of the states (Länder) have also implemented different open data policies, that oblige their public bodies to provide open data.
e.g. NRW, https://recht.nrw.de/lmi/owa/br_bes_detail?sg=0&menu=0&bes_id=34925&anw_nr=2&aufgehoben=N&det_id=552085

Moreover a lot of minucipalities and cities provide open (government) data.
- City of Berlin, https://daten.berlin.de/
- City of Munich: https://opendata.muenchen.de/
- City of Bonn, https://opendata.bonn.de/",Confirm,,,the majority of public bodies,"Due to the regulations all authorities at the federal state level are obligated to provide open data.
see § 12a sec.1 EGovG, https://www.gesetze-im-internet.de/egovg/__12a.html

Some of the states (Länder) have also implemented different open data policies, that oblige their public bodies to provide open data.
e.g. NRW, https://recht.nrw.de/lmi/owa/br_bes_detail?sg=0&menu=0&bes_id=34925&anw_nr=2&aufgehoben=N&det_id=552085

Moreover a lot of minucipalities and cities provide open (government) data.
- City of Berlin, https://daten.berlin.de/
- City of Munich: https://opendata.muenchen.de/
- City of Bonn, https://opendata.bonn.de/",Policy,"{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}",15.0
Germany,P2,"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.",yes,"Link sources:
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/moderne-verwaltung/open-data-strategie-der-bundesregierung.html

The Federal Government’s Open Data Strategy, adopted on 6 July 2021, provides a framework for action to improve the Federal Open Data Ecosystem. The Federal Government’s data strategy forms the overarching data policy framework for the Open Data Strategy. Over a period of five years, the Open Data Strategy covers three areas of action, with a total of 68 implementation measures taken by different federal ministries and authorities. The three strands of action include improving the provision of data and developing data infrastructures, increasing innovative, public-interest and responsible use of data, and promoting data literacy and a data culture to increase the quality and usability of data provided. The implementation of the Open Data Strategy is accompanied by continuous monitoring.",Confirm,,,yes,"Link sources:
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/moderne-verwaltung/open-data-strategie-der-bundesregierung.html

The Federal Government’s Open Data Strategy, adopted on 6 July 2021, provides a framework for action to improve the Federal Open Data Ecosystem. The Federal Government’s data strategy forms the overarching data policy framework for the Open Data Strategy. Over a period of five years, the Open Data Strategy covers three areas of action, with a total of 68 implementation measures taken by different federal ministries and authorities. The three strands of action include improving the provision of data and developing data infrastructures, increasing innovative, public-interest and responsible use of data, and promoting data literacy and a data culture to increase the quality and usability of data provided. The implementation of the Open Data Strategy is accompanied by continuous monitoring.",Policy,"{'yes': 40, 'no': 0, 'not applicable': 40}",40.0
