country,question_id,dimension,question,final_answer_selected,score_suggestion,justification_generated,confidence,evidence_sufficiency,mode,response_scoring_x,response_scoring_y
France,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.",yes,20.0,"Yes, there is evidence that France has open data policies or strategies implemented not only at the national level but encompassing regional and local dimensions. The primary source is the ""Mission Bothorel – Pour une politique publique de la donnée"" report dated December 2020 (https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf), which provides a comprehensive review of the public data policy. 1. This report goes beyond national overview and identifies challenges, limitations, and recommendations for open data, including governance mechanisms, technical and human resources, and data sharing, relevant to public authorities at all levels. 2. The report explicitly addresses the need for open data policies at different territorial levels such as local and regional governments, recognizing their crucial role in implementation and data governance. 3. Additional documentation from the ""Partenariat pour un Gouvernement Ouvert"" report (https://www.modernisation.gouv.fr/files/2021-06/ogp_rapport_autoevalution_com_1.pdf) reflects ongoing developments supporting open data infrastructures that include local authorities efforts via the national data portal (data.gouv.fr). Thus, there is clear documentary evidence of open data policy frameworks and strategic guidelines that operate at sub-national tiers, validating the presence of open data policy or strategy at regional or local levels in France.

## Sources
(1): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020__0.pdf
(2): Mission Bothorel – Pour une politique publique de la donnée
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(3): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(4): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(5): Partenariat pour un Gouvernement Ouvert
https://www.modernisation.gouv.fr/files/2021-06/ogp_rapport_autoevalution_com_1.pdf",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, 'not applicable': 20.0}","{'yes': 20, 'no': 0, 'not applicable': 20}"
France,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.",yes,20.0,"Yes, France's national open data strategy includes a concrete action plan with detailed implementation measures. The evidence describes multiple structured frameworks supporting open data at the national level. Firstly, the country has developed ministerial roadmaps established in September 2021, aimed specifically at accelerating the opening and use of public data. These ministerial roadmaps clarify how different departments contribute to the overall open data policy. Secondly, France has launched successive National Action Plans for Open Government, with the third plan (2021-2023) focusing heavily on citizen participation, inclusion, and public transparency through open data initiatives. The most recent fourth National Action Plan (2024-2026) continues this trajectory, concentrating on democratic renewal and is institutionally formalized with co-construction responsibility and evaluation mechanisms under ministerial leadership. Additionally, the Ministry of Ecological Transition provides a dedicated roadmap that sets out strategies and tools for data production, usage, and transparency measures for environmental data, demonstrating sectoral operational plans aligned with the national policy. These components reflect a comprehensive, multi-level approach combining strategic objectives, operational plans, and evaluation frameworks. Specific URLs and official documents (such as https://www.modernisation.gouv.fr/outils-et-formations/le-plan-daction-national-2021-2023-pour-un-gouvernement-ouvert and https://www.modernisation.gouv.fr/files/2024-03/Plan_Action_National_2024_2026_0.pdf) provide concrete evidence of such action plans. Thus, the presence of ministerial roadmaps, multi-year national action plans, targeted implementation measures, and governance arrangements confirm that France’s strategy explicitly includes an action plan with defined measures for open data.

## Sources
(1): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(2): Untitled source
https://documentation.insp.gouv.fr/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=401780&parentDocumentId=401779&skipCopyright=true&skipWatermark=true
(3): Plan d'action national pour la France 2024-2026
https://www.modernisation.gouv.fr/files/2024-03/Plan_Action_National_2024_2026_0.pdf
(4): Plan d’action national pour la France 2024-2026
https://www.modernisation.gouv.fr/files/2024-03/Plan_Action_National_2024_2026_0.pdf
(5): MinistÃšre de la Transition Ã©cologique et de la CohÃ©sion des territoires : Feuille de route de la donnÃ©e, des algorithmes et des codes sources
https://portail.documentation.developpement-durable.gouv.fr/pub/MPDOUV00263251-feuille-route-donnee-des-algorithmes-des-codes-sou.html",95.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0}","{'yes': 20, 'no': 0}"
Germany,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.",yes,20.0,"Yes, Germany has a clear and explicit definition of open data reuse embedded within its policy and official documentation. 1. The Open Data FAQ published by the German Bundesverwaltungsamt (Federal Office of Administration) specifically defines Open (Government) Data as data made publicly available in an open and machine-readable format for as unrestricted reuse as possible. This clearly outlines the principle of reuse as a core element of openness, emphasizing broad, unrestricted reusability subject only to legal constraints. This FAQ references § 12a of the eGovernment Act (EGovG), which mandates the publication of suitable government data for open reuse. 2. Additional official documents such as the Open Data Handbook (by the Bundesministerium für Wirtschaft und Klimaschutz and Bundesministerium des Innern) discuss the various usage types and benefits of open data reuse, underscoring collaboration and modernization goals that depend on data reuse. 3. The comprehensive overview on the govdata.de portal further links the German understanding of open data to the internationally recognized definition from opendefinition.org, which explains open data as data freely usable, reusable, and shareable by anyone, thus reinforcing the reuse concept. Collectively, these documents do not merely give examples of reuse but explicitly define open data reuse as unrestricted access to and use of government data in machinereadable formats, subject to legal conditions. This provides a formal and explicit national-level definition of open data reuse in Germany’s open data framework.

## Sources
(1): Häufig gestellte Fragen
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_faq.pdf?__blob=publicationFile&v=4
(2): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(3): Open Data und GovData – ein Überblick
https://www.govdata.de/fileadmin/GovData_Open_Data_und_Govdata_Ueberblick.pdf
(4): Mehr Leistung für Bürger und Unternehmen: Verwaltung digitalisieren. Register modernisieren.
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Gutachten/2017-nkr-gutachten-registermodernisierung.pdf?__blob=publicationFile&v=2
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7",0.95,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0}","{'yes': 20, 'no': 0}"
Germany,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?",no,0.0,"No evidence in the available documents indicates that any public bodies in Germany have developed a systematic process to gather and monitor reuse cases of open data. The reviewed materials discuss broader digital policy topics, data ethics, data infrastructure improvements, and privacy considerations, but do not describe an established methodology, official reporting, recurring monitoring, or showcase collections specifically aimed at systematically collecting reuse examples. Some documents mention workshops, pilot projects, and data management approaches, yet none demonstrate a structured or recurring practice dedicated to compiling reuse cases at a public institutional level. Consequently, while aspects of data use and impact evaluation are touched upon, the evidence does not confirm the existence of a formal, systematic gathering of reuse cases by public bodies.

## Sources
(1): Metastudie: Nachhaltigkeitseffekte der Digitalisierung
https://www.bmftr.bund.de/SharedDocs/Downloads/DE/2024/24_02_14_nachhaltigkeitseffekte_digitalisierung.pdf?__blob=publicationFile&v=5
(2): Arbeitspapier zum Thema „Smart Cities“
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Berlin-Group/20230608_WP-Smart-Cities.pdf?__blob=publicationFile&v=2
(3): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(4): Untitled source
https://www.bbsr.bund.de/BBSR/DE/veroeffentlichungen/bbsr-online/2024/bbsr-online-96-2024-dl.pdf;jsessionid=D6F1E3AF076A6679879714C6B32FA3C2.live11291?__blob=publicationFile&v=2
(5): Gute Gesetze. Digitale Verwaltung. Weniger Bürokratie.
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Jahresberichte/2024-jahresbericht.pdf?__blob=publicationFile&v=3
(6): Jahresbericht 2024
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Jahresberichte/2024-jahresbericht.pdf?__blob=publicationFile&v=3
(7): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(8): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Germany,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",yes,20.0,"Yes, Germany provides documented evidence on the impact of open data in addressing governmental challenges, particularly in improving transparency, efficiency, and collaboration within public administration. This evidence can be found primarily in the “Open Data Handbuch,” published by German authorities, which explicitly discusses the benefits of open data for enhancing inter- and intragovernmental cooperation, thereby contributing to administrative modernization. While it notes that data exchange between authorities still faces hurdles, the handbook underlines that open data creates opportunities for better communication and streamlined workflows in government. Furthermore, Germany has institutionalized open data efforts through the national metadatenportal GovData, which not only aggregates decentralized datasets from federal, state, and local administrations but also guarantees data quality and interoperability standards (DCAT-AP.de), facilitating reuse and thereby strengthening transparency and data-driven decision-making across governance levels. This portal and associated open data initiatives are regularly evaluated under national action plans that focus on transparency, citizen participation, and governmental efficiency. The continuous growth in dataset volume on GovData, as mentioned in impact-related maturity reports such as the European Commission’s Open Data Maturity Report, serves as quantitative evidence of increased open data utilization, indirectly indicating positive broader effects in operational and transparency dimensions. Key documented data sources proving impact include:
1. The Open Data Handbuch (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8) which offers detailed insights into usage dimensions and governmental benefits.
2. The GovData platform and associated policy and evaluation reports (https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data), which help monitor progress and impact of open data policies. Together, these sources provide systematic foundations and evidence of impact from open data reuse in Germany’s public sector, affirming improvements in transparency, administrative cooperation, and decision-making capacity.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Homepage - Bekanntmachung  -  BMFTR
https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2023/10/2023-10-13-Bekanntmachung-Datentreuhandmodelle.html
(3): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(4): Open Government - GovData
https://www.govdata.de/informationen/open-government
(5): Open Government
https://www.govdata.de/informationen/open-government
(6): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Germany,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.",no,0.0,"No, based on the available evidence, there is no documented data source such as research studies, impact assessments, or systematic investigations that specifically quantify the social impact of open data in Germany on challenges like inequality, healthcare, or education. The reviewed materials, including the Open Data Handbuch and various government reports from Bundesverwaltungsamt and Bundesbeauftragter für den Datenschutz (BfDI), discuss the potential benefits and expected socio-economic impacts of open data, such as fostering administrative modernization, improving data competences, enabling economic growth, and supporting civil society initiatives. However, these sources do not provide systematic, quantified evidence or impact assessments focused explicitly on social challenges or broader social outcomes. Also, no URLs or publications demonstrating such quantified impact evidence are referenced within the examined documents. Thus, while there is recognition of potential impacts, concrete quantified data on social impact from open data reuse appears not to be publicly available or documented in the provided evidence.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Open Government - GovData
https://www.govdata.de/informationen/open-government
(3): Open Government
https://www.govdata.de/informationen/open-government
(4): Homepage - Bekanntmachung  -  BMFTR
https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2023/10/2023-10-13-Bekanntmachung-Datentreuhandmodelle.html
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(6): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(7): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Germany,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.",yes,20.0,"Yes, Germany has established processes to monitor the reuse of open data, supported by structured methodologies and reporting mechanisms. 1. A key instrument is the annual Data Maturity Report commissioned by the European Commission, which since 2015 evaluates the maturity of open data across dimensions including Impact — specifically focusing on capturing and promoting the use and societal or economic influence of open data in Germany and other European countries. This report uses detailed assessments and dashboards to track quantitative and qualitative progress over time, highlighting reuse trends. 2. The national metadata portal GovData operates as a central point for discovering open datasets from federal, state, and local administrations. It consolidates metadata under an interoperability standard (DCAT-AP.de) that facilitates consistent quality and promotes easier data reuse. The portal also supports several dashboards within the federal administration that monitor the increasing number of datasets and their reuse impact. 3. These structured monitoring efforts support transparency and enable evaluation of open data policies, implementing strategies that foster reuse and its measurable benefits. Hence, Germany employs official, ongoing processes combining strategic reporting and portal analytics to monitor the extent and impact of open data reuse. Supporting URLs:
- Data Maturity Report and assessment: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html
- GovData metadata portal and quality standards: https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
- Open Data Handbook describing reuse evaluation frameworks: https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html
(3): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(4): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7",0.95,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Germany,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.",yes,20.0,"Yes, there is documented evidence in Germany regarding the economic impact of open data, supported by official reports and strategic documents. 1. The Open Data Handbook curated by the Federal Ministry for Economic Affairs and Climate Action and others outlines that open data contributes to economic goals such as innovation, administrative modernization, and new data-driven business opportunities. Although the handbook emphasizes qualitative benefits, it frames these within a policy strategy aiming for measurable economic and social impact. 2. The 30th Activity Report on Data Protection and Freedom of Information by the Federal Commissioner highlights the economic potential of open data, explicitly mentioning growth in data-driven business models and the creation of jobs through applications and digital solutions based on open data reuse. It recognizes the strategy’s expectations for significant economic growth and employment as part of the open data impact. 3. Additional government publications, such as the evaluation of the national data maturity and the increasing dataset availability on platforms like GovData (with over 146,000 datasets by 2026), show a systematic collection and reporting framework supporting impact monitoring. These sources collectively form a systematic approach to assessing economic impacts such as innovation, startup creation, and enhanced productivity through administrative efficiency. While no single study with quantified GDP or employment figures is cited in the provided evidence, the aggregated strategic and monitoring reports constitute a recognized and ongoing impact assessment effort. They document the reuse of open data in business and administration, supporting claims that open data generates measurable economic benefits. This evidence aligns well with the requirement for research studies, impact assessments, or official monitoring demonstrating the economic effects of open data reuse in Germany. Relevant data sources include the Open Data Handbook (https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8) and the Federal Data Protection Commissioner’s reports (https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7).

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Homepage - Bekanntmachung  -  BMFTR
https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2023/10/2023-10-13-Bekanntmachung-Datentreuhandmodelle.html
(3): Mehr Leistung für Bürger und Unternehmen: Verwaltung digitalisieren. Register modernisieren.
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Gutachten/2017-nkr-gutachten-registermodernisierung.pdf?__blob=publicationFile&v=2
(4): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(5): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(6): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html",90.0,sufficient,prepared_main_pipeline,"{'yes': 20.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 20, 'no': 0, ""i don't know"": 0}"
Germany,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.",yes,40.0,"Yes, public bodies in Germany have conducted activities to better understand reusers' needs and stimulate the reuse of open data. The national metadata portal GovData serves as a central platform aggregating open data from federal, state, and municipal levels, with standardized metadata (DCAT-AP.de) enhancing discoverability and usability for reusers. This indicates an ongoing effort to improve data provision based on user needs and interoperability with the European Data Portal. Additionally, the Open Data Strategy and related initiatives emphasize regular evaluation and fostering reuse through transparency, citizen engagement, and use of new technologies. The Bundesverwaltungsamt (Federal Administration Office) provides practical guidance for public bodies on open data strategies, which includes understanding internal and external stakeholder requirements to align open data activities with user needs. The Federal Commissioner for Data Protection and Freedom of Information notes the establishment of the Competence Center Open Data (CCOD) at the Bundesverwaltungsamt, aimed at promoting open data provision and exchange, indicating institutionalized activities facilitating understanding and support of reusers. Although explicit mentions of workshops, surveys, or consultations are not detailed in the available evidence, the described coordinated actions, regular evaluations, and platform improvements effectively respond to reusers’ needs and promote reuse. Hence, the evidence supports that German public bodies actively perform activities to understand and stimulate open data reuse.

## Sources
(1): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(2): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(3): BVA  -  Open Data einführen
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/ODK_Leitfaden/2_OpenData_Einfuehrung/einfuehrung_node.html
(4): Gemeinsam im Wandel.
https://www.bmbfsfj.bund.de/resource/blob/179102/99450844ce3650c2d3f36c0e9f140952/gemeinsam-im-wandel-agenda-fuer-smarte-gesellschaftspolitik-data.pdf
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7",9.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0, ""i don't know"": 0.0}","{'yes': 40, 'no': 0, ""i don't know"": 0}"
Germany,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.",yes,40.0,"Yes, Germany has a national open data policy that includes national legislation for the transposition of the EU Open Data Directive. 1. Legal Basis: Germany has implemented the EU Directive (EU) 2019/1024 on open data and the reuse of public sector information (PSI Directive) through the Datennutzungsgesetz (DNG), which came into force in July 2021. This act regulates the reuse of public sector data for economic, scientific, and societal purposes and addresses high-quality and dynamic datasets with significant socio-economic potential. Alongside the DNG, other laws such as the Informationsweiterverwendungsgesetz (IWG) and the E-Government-Gesetz (EGovG) form part of the legislative framework for open data in Germany. 2. Policy Implementation and Governance: The federal government is actively developing and evaluating the legal framework, including the expansion of the scope to self-administration bodies and private-law entities performing public tasks. Additionally, the government has a strategy to improve access to especially valuable datasets across various categories as specified by the EU implementing regulation (DVO-HVD 2023/138). This integration reflects Germany’s harmonized approach with EU policies on open data. 3. Further Information and Official Sources: The Federal Ministry of Digital and Transport hosts an open data thematic portal clarifying the regulations and implementation details (https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data). This portal explicitly outlines the national legislation that implements the Open Data Directive and related EU measures, confirming Germany’s comprehensive policy framework on open data. In summary, Germany’s open data policy is based on solid legislative measures that fully transpose the EU Open Data Directive into national law, supported by strategic governance and operational resources.

## Sources
(1): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(2): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(3): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(4): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(5): Hochwertige Datensätze - GovData
https://www.govdata.de/informationen/hochwertige-datensaetze",95.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0, 'other': 40.0}","{'yes': 40, 'no': 0, 'other': 40}"
Germany,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model",yes,40.0,"Yes, Germany has a governance structure in place that enables the participation and inclusion of various open data stakeholders. This is grounded in strategic and legal frameworks that emphasize open government and participatory governance. Specifically: 1. The Open Data Handbuch outlines that open data serves as a foundational element of Open Government in Germany, facilitating transparency, participation, and cooperation between the public administration and society. It highlights the need for a genuine dialogue where societal proposals are seriously considered to promote acceptance of government actions. 2. The governance model involves not only authorities but also citizens and private enterprises working collaboratively across organizational boundaries to develop effective solutions, leveraging external knowledge and competencies. 3. Coordination mechanisms exist through the national metadata portal GovData, which aggregates and harmonizes open data from federal, state, and municipal levels. The portal uses standardized metadata (DCAT-AP.de) to ensure interoperability and usability, which supports stakeholder access and engagement. 4. Legal mandates such as §12a of the EGovG (E-Government Act) require federal authorities (excluding self-government bodies) to make suitable data openly available, thus institutionalizing the responsibility for open data provision. Together, these elements form a structured governance environment involving ministries, agencies, and society to foster participation and inclusion in open data practices.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(3): Datenstrategien für die gemeinwohlorientierte Stadtentwicklung
https://www.bbsr.bund.de/BBSR/DE/veroeffentlichungen/sonderveroeffentlichungen/2021/datenstrategien-gemeinwohl-stadtentwicklung-dl.pdf?__blob=publicationFile&v=2
(4): Häufig gestellte Fragen
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_faq.pdf?__blob=publicationFile&v=4
(5): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data",90.0,sufficient,prepared_main_pipeline,"{'yes': 40.0, 'no': 0.0}","{'yes': 40, 'no': 0}"
