country,question_id,dimension,question,response_scoring,final_answer_selected,score_suggestion,justification_generated,confidence,evidence_sufficiency,mode
France,P22,Policy,"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered.","{'yes': 20, 'no': 0}",yes,20.0,"Yes, data publication plans exist at the public body level in France. The legal foundation includes the law adopted on 4 March 2019 on data sharing and governance, which mandates progress in open data sharing and reuse by public bodies. This is complemented by specific obligations stemming from decrees and legislation such as the ordinances and decrees on public procurement data and the obligation for administrations to publish updated databases of interest to economic, social, health, or environmental sectors pursuant to the code of relations between the public and administration. Additionally, official guidance and best practices for data management and open data publication are promoted through strategic reports and continuous updates on tools, audits, and forums facilitating open data uptake. These measures collectively confirm that structured data publication planning at the public body level is formalized and operational in France.

## Sources
(1): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(2): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859330v1/document
(3): L'obligation de publication [Guide juridique pour les données localisées des autorités publiques]
http://formations-geomatiques.developpement-durable.gouv.fr/NAT009/ADL/Aspects_Juridique/co/20a2_Publier.html
(4): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020__0.pdf
(5): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(6): Mission Bothorel – Pour une politique publique de la donnée
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf",90.0,sufficient,chroma_retrieval_experiment
France,P24,Policy,"Are there processes to ensure that the open data policies/strategy previously mentioned are updated and revised as needed?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy","{'yes': 20, 'no': 0}",yes,20.0,"Yes, France has established formal processes to ensure that its open data policies and strategies are regularly updated and revised. The open data policy is supported by legislative frameworks such as the 2019 law on data sharing and governance, which sets structural grounds for ongoing improvements. Regular actions including annual reporting, continuous collaboration with stakeholders, and updates to the national open data portal (data.gouv.fr) demonstrate an institutionalized review and update cycle. Additionally, ministries are required to produce and update their own data roadmaps, supported by a network of appointed Data Administrators responsible for proposing these strategic updates. The existence of updated roadmaps submitted by ministries and annual national action plans underpin a dynamic mechanism for revision and responsiveness to evolving needs. These processes ensure that the open data policy remains relevant and adapts to emerging priorities and technological trends.

## Sources
(1): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(2): Partenariat pour un Gouvernement Ouvert
https://www.modernisation.gouv.fr/files/2021-06/ogp_rapport_autoevalution_com_1.pdf
(3): Untitled source
https://documentation.insp.gouv.fr/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=401780&parentDocumentId=401779&skipCopyright=true&skipWatermark=true
(4): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859328v1/document
(5): Les données publiques, un outil pour les services publics ? | DITP
https://www.modernisation.gouv.fr/publications/les-donnees-publiques-un-outil-pour-les-services-publics
(6): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020__0.pdf
(7): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(8): Mission Bothorel – Pour une politique publique de la donnée
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf",90.0,sufficient,chroma_retrieval_experiment
France,P3,Policy,"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.","{'yes': 20, 'no': 0, 'not applicable': 20}",no,0.0,"No evidence was found of a formal open data policy or strategy at the regional or local level in France based on the provided documents. The available sources focus primarily on national-level policies, such as the role of the Ministry of Transformation and Public Service, Etalab, and the national portal data.gouv.fr, which coordinate and implement open data initiatives nationally. The reports highlight that data opening decisions are often made internally within ministries without an overarching doctrine, but this primarily references national administrative layers. There are indications of coordination attempts with territorial authorities in ecological and cohesion policies, yet no dedicated regional or municipal open data policy documents or strategies were identified or linked. Thus, the evidence supports the absence of documented regional or local open data policies or strategies.

## Sources
(1): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020__0.pdf
(2): Rapport_Complet_VFF - sircom - ajout FG - web
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(3): Mission Bothorel – Pour une politique publique de la donnée
https://www.info.gouv.fr/upload/media/default/0001/01/2020_12_rapport_-_pour_une_politique_publique_de_la_donnee_-_23.12.2020_.pdf
(4): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(5): Partenariat pour un Gouvernement Ouvert
https://www.modernisation.gouv.fr/files/2021-06/ogp_rapport_autoevalution_com_1.pdf
(6): La France confirme sa position de leader européen en ...
https://numerique.gouv.fr/sinformer/espace-presse/la-france-confirme-sa-position-de-leader-europ%C3%A9en-en-mati%C3%A8re-dopen-data-en-europe-pour-la-quatri%C3%A8me-ann%C3%A9e-cons%C3%A9cutive/
(7): MinistÃšre de la Transition Ã©cologique et de la CohÃ©sion des territoires : Feuille de route de la donnÃ©e, des algorithmes et des codes sources
https://portail.documentation.developpement-durable.gouv.fr/pub/MPDOUV00263251-feuille-route-donnee-des-algorithmes-des-codes-sou.html",90.0,sufficient,chroma_retrieval_experiment
France,P4,Policy,"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.","{'yes': 20, 'no': 0}",yes,20.0,"Yes, France's national open data strategy includes a formal, institutionalized national action plan covering the 2024-2026 period. This 4th National Action Plan for Open Government, developed under the Ministry of Democratic Renewal, builds on a co-construction methodology involving stakeholders to define and implement specific commitments. The plan is characterized by clear accountability mechanisms and aims to deepen democratic renewal while supporting open data objectives. Additionally, ministerial roadmaps and operational measures accompany this action plan to accelerate data openness, transparency, and public participation. This coordinated approach is reinforced by governance structures such as data committees and ethics advisory bodies, ensuring strategic oversight and implementation of open data policies.

## Sources
(1): Plan d'action national pour la France 2024-2026
https://www.modernisation.gouv.fr/files/2024-03/Plan_Action_National_2024_2026_0.pdf
(2): Plan d’action national pour la France 2024-2026
https://www.modernisation.gouv.fr/files/2024-03/Plan_Action_National_2024_2026_0.pdf
(3): Politique des données, des algorithmes et des codes sources
https://www.enseignementsup-recherche.gouv.fr/sites/default/files/2021-09/la-feuille-de-route-2021-2024-du-mesri-relative-la-politique-des-donn-es-des-algorithmes-et-des-codes-sources-12965.pdf
(4): Plan d’action 2024-2027
https://www.education.gouv.fr/sites/default/files/document/Plan%20d%E2%80%99action%202024-2027%20pour%20une%20politique%20ambitieuse%20de%20la%20donn%C3%A9e%20au%20service%20de%20l%E2%80%99%C3%A9ducation%20nationale%2C%20de%20la%20jeunesse%20et%20des%20sports-401238.pdf
(5): Partenariat pour un Gouvernement Ouvert
https://www.modernisation.gouv.fr/files/2021-06/ogp_rapport_autoevalution_com_1.pdf
(6): Untitled source
https://www.documentation-administrative.gouv.fr/adm-01859191v1/document
(7): Untitled source
https://documentation.insp.gouv.fr/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=401780&parentDocumentId=401779&skipCopyright=true&skipWatermark=true
(8): Le plan d’action national 2021-2023 pour un gouvernement ouvert | DITP
https://www.modernisation.gouv.fr/publications/le-plan-daction-national-2021-2023-pour-un-gouvernement-ouvert",90.0,sufficient,chroma_retrieval_experiment
Germany,I1,Impact,"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.","{'yes': 20, 'no': 0}",yes,20.0,"Yes, Germany has an explicit near-explicit definition of open data reuse. According to the Federal Administration's open data FAQ, Open (Government) Data are defined as data made publicly accessible in an open, machine-readable format for as unrestricted reuse as possible. This definition explicitly emphasizes reuse as a core component of open data provision. Furthermore, the legal framework under § 12a of the E-Government Act mandates the publication of all suitable authority data for reuse, reinforcing the concept of methodical reuse. Additionally, the Open Data Handbook highlights the importance of understanding various forms of usage to shape objectives, implicitly supporting reuse as a purposeful activity. The Data Ethics Commission's report also discusses the ethical considerations around reuse, particularly when data are provided free to commercial actors, evidencing further conceptual engagement with reuse in policy contexts. Collectively, these sources confirm Germany's formal understanding of open data reuse.

## Sources
(1): Häufig gestellte Fragen
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_faq.pdf?__blob=publicationFile&v=4
(2): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(3): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(4): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(5): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6",0.9,sufficient,chroma_retrieval_experiment
Germany,I10,Impact,"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen?","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, public bodies in Germany have developed systematic approaches to gathering reuse cases, particularly through ex-post Praxischecks conducted by government bodies. These Praxischecks involve the examination of specific use cases, where practitioners report on bureaucratic hurdles based on concrete practice examples, providing structured insights into data reuse and administrative impacts. For instance, the Praxischeck on the Energiedienstleistungsgesetz engaged auditors and the Bundesamt für Wirtschaft und Ausfuhrkontrolle in verifying practical applicability before legislative adjustments. This indicates a recurring process rather than isolated examples. Additionally, systematic needs assessments and data analyses supported by IT tools, such as the Bedarfserhebungstool (BET) used by federal procurement agencies, demonstrate structured data collection and evaluation mechanisms. Thus, Germany employs both targeted ex-post evaluations and an integrated IT-driven assessment framework to systematically gather evidence of reuse and practical impacts across public administration sectors.

## Sources
(1): Wirksam und praxisnah regieren durch Evaluierung und Praxischecks
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Gutachten/2026-evaluierungsgutachten.pdf?__blob=publicationFile&v=3
(2): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(3): Beschaffungsamt  -  uberBET
https://www.bescha.bund.de/DE/ElektronischerEinkauf/Bedarfserhebungstool_BET/UeberBET/UeberBET_node.html
(4): Metastudie: Nachhaltigkeitseffekte der Digitalisierung
https://www.bmftr.bund.de/SharedDocs/Downloads/DE/2024/24_02_14_nachhaltigkeitseffekte_digitalisierung.pdf?__blob=publicationFile&v=5
(5): Arbeitspapier zum Thema „Smart Cities“
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Berlin-Group/20230608_WP-Smart-Cities.pdf?__blob=publicationFile&v=2
(6): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(7): Untitled source
https://www.bbsr.bund.de/BBSR/DE/veroeffentlichungen/bbsr-online/2024/bbsr-online-96-2024-dl.pdf;jsessionid=D6F1E3AF076A6679879714C6B32FA3C2.live11291?__blob=publicationFile&v=2
(8): Gute Gesetze. Digitale Verwaltung. Weniger Bürokratie.
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Jahresberichte/2024-jahresbericht.pdf?__blob=publicationFile&v=3",90.0,sufficient,chroma_retrieval_experiment
Germany,I12,Impact,"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Germany has documented evidence of the impact created by open data reuse on governmental challenges. The Open Data Handbuch outlines the fundamental paradigm shift in public data handling that aims to proactively publish data accessible to the public, thus fostering transparency and efficiency in government. Additionally, the national metadata portal GovData facilitates the discovery and unified access to open data from federal, state, and municipal levels, ensuring interoperability with the European Data Portal through the DCAT-AP.de standard. These initiatives are part of an ongoing evaluation process, as open data measures from various action plans at different government levels are regularly assessed for their contribution to transparency, citizen participation, and better governmental decision-making. This systematic approach to monitoring, standardization, and impact evaluation constitutes concrete evidence of the results and broader effects of open data reuse in Germany.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Homepage - Bekanntmachung  -  BMFTR
https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2023/10/2023-10-13-Bekanntmachung-Datentreuhandmodelle.html
(3): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(4): Open Data - BMDS - Bundesportal
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data",1.0,sufficient,chroma_retrieval_experiment
Germany,I17,Impact,"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, Germany has data on the impact of open data on social challenges documented through official reports and government initiatives. The federal Federal Commissioner for Data Protection and Freedom of Information (BfDI) 30th Activity Report outlines the realized economic potential from open data, including benefits for civil society and ecological initiatives, indicating social and economic impact. It highlights efficiency gains in administration and possible reductions in administrative burdens, which can have significant social benefits. Moreover, the Federal Administration Office (BVA) highlights open data applications improving areas such as healthcare quality and environmental protection, illustrating concrete societal impacts. The ongoing Open Data Forum and the associated competence center promote collaboration and knowledge exchange focused on societal benefits including health and environment. Relevant evidence is available through official government publications and the BVA's info portals. Sources include the BfDI activity report PDF and the BVA Open Data initiative pages:
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html
https://www.bva.bund.de/SharedDocs/Kurzmeldungen/DE/Behoerden/Beratung/OpenData/Aktuelles/2024/Vorstellung_2024.html

## Sources
(1): Open Government - GovData
https://www.govdata.de/informationen/open-government
(2): Open Government
https://www.govdata.de/informationen/open-government
(3): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(4): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(6): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(7): Homepage - Bekanntmachung  -  BMFTR
https://www.bmftr.bund.de/SharedDocs/Bekanntmachungen/DE/2023/10/2023-10-13-Bekanntmachung-Datentreuhandmodelle.html
(8): BVA  -  Aktuelles - Aktuelles aus dem Kompetenzzentrum Open Data (CCOD)
https://www.bva.bund.de/SharedDocs/Kurzmeldungen/DE/Behoerden/Beratung/OpenData/Aktuelles/2024/Vorstellung_2024.html",90.0,sufficient,chroma_retrieval_experiment
Germany,I2,Impact,"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.","{'yes': 20, 'no': 0, ""i don't know"": 0}",no,0.0,"No explicit processes or methodologies to monitor the actual reuse of open data in Germany are described in the available evidence. While Germany has established a national metadata portal, GovData, which facilitates the findability and standardized description of open data from federal, state, and local levels through the use of the DCAT-AP.de standard, this mainly supports data interoperability and accessibility rather than tracking reuse. The Open Data Handbook and accompanying documents highlight goals for open data and data quality requirements but do not specify any monitoring mechanisms or reuse impact assessments. The evidence mentions regular evaluation of open data initiatives but does not detail concrete systems or dashboards that measure the extent of data reuse by users or applications. Hence, there is no clear indication of dedicated processes to monitor open data reuse.

## Sources
(1): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(2): Open Data - BMDS - Bundesportal
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(3): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(4): Anforderung an die Daten
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_anforderungen_daten.pdf?__blob=publicationFile&v=2",0.9,sufficient,chroma_retrieval_experiment
Germany,I27,Impact,"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.","{'yes': 20, 'no': 0, ""i don't know"": 0}",yes,20.0,"Yes, economic impact data demonstrating the reuse of open data in Germany is available through official reports and strategies. The 30th Tätigkeitsbericht zum Datenschutz und Informationsfreiheit highlights expected economic benefits including new app development, growth in data-driven solutions, and job creation linked to open data reuse. It also describes efficiency gains in public administration that potentially reduce administrative burdens and positively affect taxpayers. Furthermore, the Open Data Handbuch and GovData platform provide frameworks for capturing open data benefits, emphasizing innovation and business opportunities. Though quantitative GDP or employment figures are not explicitly detailed in the sources, these official documents and assessments recognize and anticipate measurable economic and productivity impacts stemming from open data initiatives.

## Sources
(1): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(2): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(3): BVA  -  Alle Meldungen - Open Data im Aufschwung
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/Meldungen/Aktuelles/2026/BB-ODM25.html
(4): Mehr Leistung für Bürger und Unternehmen: Verwaltung digitalisieren. Register modernisieren.
https://www.normenkontrollrat.bund.de/Webs/NKR/SharedDocs/Downloads/DE/Gutachten/2017-nkr-gutachten-registermodernisierung.pdf?__blob=publicationFile&v=2
(5): Open Government Data - GovData
https://www.govdata.de/informationen/datenbereitsteller
(6): Open Government - GovData
https://www.govdata.de/informationen/open-government
(7): Open Government
https://www.govdata.de/informationen/open-government
(8): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8",0.9,sufficient,chroma_retrieval_experiment
Germany,I9,Impact,"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.","{'yes': 40, 'no': 0, ""i don't know"": 0}",yes,40.0,"Yes, public bodies in Germany have undertaken activities in the past year to better understand reusers' needs and stimulate the reuse of open data. The establishment and ongoing evaluation of initiatives like the national metadata portal GovData illustrate efforts to improve data discoverability and standardization through the DCAT-AP.de metadata standard, which facilitates interoperability and reuse across administrations. Furthermore, the Open Data Strategy and reports such as the 30th Activity Report of the Federal Commissioner for Data Protection document ongoing engagements, including dialogue with civil society and refinement of Open Data policies to embed the “open by default” principle. These engagements reflect consultations and user-oriented approaches aimed at expanding open data availability, quality, and practical reusability. Together, these activities demonstrate active steps to assess and respond to user needs, enhancing both governmental and societal benefits from open data reuse.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(3): Open Data - BMDS - Bundesportal
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(4): BVA  -  Open Data einführen
https://www.bva.bund.de/DE/Services/Behoerden/Beratung/OpenData/ODK_Leitfaden/2_OpenData_Einfuehrung/einfuehrung_node.html
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(6): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7",90.0,sufficient,chroma_retrieval_experiment
Germany,P1,Policy,"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.","{'yes': 40, 'no': 0, 'other': 40}",yes,40.0,"Yes, Germany has a national open data policy established through the Datennutzungsgesetz (DNG), which came into force in July 2021. This law transposes the EU Open Data Directive (Directive (EU) 2019/1024) into national legislation, regulating the reuse of public sector data for economic, scientific, and social purposes. The DNG emphasizes the provision of dynamic (real-time) datasets and high-value datasets with significant socio-economic potential. The German Federal Ministry of Digital and Transport (BMDS) explicitly references this policy and the relevant EU Implementing Regulation (DVO-HVD) that sets conditions for the publication and reuse of high-value datasets from public authorities. This confirms Germany’s compliance with EU open data frameworks, supported by activities to expand the legal scope and improve public data accessibility. Hence, Germany maintains a formal, comprehensive national open data policy fully aligned with EU directives, reflecting a strong legal and strategic foundation for open data governance.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Hochwertige Datensätze
https://www.govdata.de/informationen/hochwertige-datensaetze
(3): Hochwertige Datensätze - GovData
https://www.govdata.de/informationen/hochwertige-datensaetze
(4): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(5): 30. Tätigkeitsbericht zum Datenschutz und zur Informationsfreiheit
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(6): Tätigkeitsbericht 2021 - BfDI - Bundesportal
https://www.bfdi.bund.de/SharedDocs/Downloads/DE/Taetigkeitsberichte/30TB_21.pdf?__blob=publicationFile&v=7
(7): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(8): Open Data - BMDS - Bundesportal
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data",95.0,sufficient,chroma_retrieval_experiment
Germany,P13,Policy,"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model","{'yes': 40, 'no': 0}",yes,40.0,"Yes, Germany has governance structures that enable participation and inclusion of various open data stakeholders. The Open Data Handbuch highlights that open data serves as a core component of Open Government, creating foundations for transparency, participation, and cooperation. It emphasizes a meaningful dialogue between society and administration, where societal inputs are genuinely considered, fostering broader acceptance and collaboration beyond administrative boundaries. Moreover, the legal framework, specifically § 12a EGovG, mandates the publication of suitable public data by federal authorities, indicating formal governance and coordination mechanisms. The involvement of citizens, businesses, and public entities working together on solutions shows an operational model that integrates diverse stakeholders to leverage open data effectively. This combination of legal provisions, participatory processes, and structured dialogue confirms Germany’s comprehensive governance approach for open data.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Gutachten der Datenethikkommission
https://www.bmi.bund.de/SharedDocs/downloads/DE/publikationen/themen/it-digitalpolitik/gutachten-datenethikkommission.pdf?__blob=publicationFile&v=6
(3): Datenstrategien für die gemeinwohlorientierte Stadtentwicklung
https://www.bbsr.bund.de/BBSR/DE/veroeffentlichungen/sonderveroeffentlichungen/2021/datenstrategien-gemeinwohl-stadtentwicklung-dl.pdf?__blob=publicationFile&v=2
(4): Häufig gestellte Fragen
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_faq.pdf?__blob=publicationFile&v=4",90.0,sufficient,chroma_retrieval_experiment
Germany,P16,Policy,"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.","{'all public bodies': 20, 'the majority of public bodies': 15, 'approximately half of the public bodies': 10, 'few public bodies': 5, 'none of the public bodies': 0, 'not applicable': 20}",the majority of public bodies,15.0,"Yes, the majority of local and regional public bodies in Germany conduct open data initiatives. The national metadata portal GovData aggregates open data from federal, state, and municipal administrations, indicating widespread participation across various territorial levels. This portal ensures quality and interoperability standards via DCAT-AP.de, facilitating broad data publication and reuse by local and regional bodies. Furthermore, Germany’s open data efforts are supported by structured frameworks such as action plans involving multiple layers of government, which promote transparency and citizen engagement. While explicit detailed figures on exact proportions of all local/regional bodies are absent, the systemic integration of local and regional public bodies through recognized platforms and regular evaluations strongly supports the presence of open data initiatives in the majority of these entities.

## Sources
(1): Open Data Handbuch
https://www.bva.bund.de/SharedDocs/Downloads/DE/Behoerden/Beratung/Methoden/open_data_handbuch.pdf?__blob=publicationFile&v=8
(2): Open Data
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data
(3): Open Data - BMDS - Bundesportal
https://bmds.bund.de/themen/digitale-wirtschaft/daten/open-data",0.9,sufficient,chroma_retrieval_experiment
